gtin;descricao;marca;ncm;ncm_descricao;gpc;gpc_descricao;categoria;categoria_id;categoria_pai_id;peso_liquido;peso_bruto;preco_medio;preco_min;preco_max;gtins_alternativos;thumbnail;criado_em;atualizado_em;fontes
3024480007578;COGNAC REMY MARTIN FINE C/2 CP;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T20:51:13.000-03:00;ncm:22041010
3035131780108;ESPUM FRA BARTON&G BRUT CHARDONNAY;;22041090;Outros;;;;;;;;;0.0;0.0;3035131112916;;2014-04-24T11:07:34.000-03:00;2026-07-23T20:52:16.000-03:00;ncm:22041090
3043700103814;CHAMPAGNE FRANCÊS BRANCO BRUT MUMM CORDON ROUGE PINOT NOIR REIMS GARRAFA 750ML;MUMM;22041010;Tipo champanha (champagne);50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3043700103814;2014-04-24T11:07:34.000-03:00;2026-07-23T20:52:31.000-03:00;ncm:22041010
3049614003417;CHAMPAGNE FRANCÊS ROSÉ BRUT VEUVE CLICQUOT PINOT NOIR PINOT MEUNIER CHARDONNAY REIMS GARRAFA 750ML;VEUVE CLICQUOT;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3049614003417;2014-04-24T11:07:34.000-03:00;2026-08-13T00:33:51.000-03:00;ncm:22041010
3049614108471;CHAMPAGNE VEUVE CLICQUOT SHOPPING BAG BRUT;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3049614108471;2014-04-24T11:07:34.000-03:00;2026-07-23T20:52:58.000-03:00;ncm:22041010
3049614113314;CHAMPAGNE VEUVE CLICQUOT PAINT BOX;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T20:52:59.000-03:00;ncm:22041010
3049614114670;CHAMPAGNE VEUVE CLICQUOT CLICQ UP BRUT;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-15T02:16:16.000-03:00;ncm:22041010
3049614126918;CHAMPAGNE VEUVE CLICQUOT PONSARDINE BRUT;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3049614126918;2014-04-24T11:07:34.000-03:00;2026-07-23T20:53:00.000-03:00;ncm:22041010
3058080097547;VENVE DU VERNAY|750|WINE;VEUVE DU VERNAY;22042100;Em recipientes de capacidade não superior a 2 l;50000000;Alimentos / Bebidas / Tabaco;Espumante e Champanhe;143;140;1609;1609;;0.0;0.0;3058080097882|3058080137564;https://cdn-cosmos.bluesoft.com.br/products/3058080097547;2014-04-24T11:07:34.000-03:00;2026-09-05T03:19:19.000-03:00;ncm:22042100
3185370000335;CHAMPAGNE FRANCÊS BRANCO BRUT MOËT & CHANDON IMPÉRIAL PINOT NOIR PINOT MEUNIER CHARDONNAY EPERNAY GARRAFA 750ML;MOËT & CHANDON;22041010;Tipo champanha (champagne);50000000;Alimentos / Bebidas / Tabaco;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3185370000335;2014-04-24T11:07:34.000-03:00;2026-07-23T21:01:06.000-03:00;ncm:22041010
3185370074831;CHAMPAGNE FRANCÊS ROSÉ BRUT MOËT & CHANDON IMPÉRIAL PINOT NOIR PINOT MEUNIER CHARDONNAY EPERNAY GARRAFA 750ML;MOËT & CHANDON;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;3185370405307;https://cdn-cosmos.bluesoft.com.br/products/3185370074831;2014-04-24T11:07:34.000-03:00;2026-08-14T00:30:48.000-03:00;ncm:22041010
3185370473320;KIT CHAMP MOET CHANDON ROSE;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:01:12.000-03:00;ncm:22041010
3185370485095;VINTAGE CHAMPAGNE 4 GIFT BASKET CHOICES 75 CL;DOM PÉRIGNON;22041010;Tipo champanha (champagne);50000000;Alimentos / Bebidas / Tabaco;;;;1;1;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3185370485095;2014-04-24T11:07:34.000-03:00;2026-07-23T21:01:13.000-03:00;ncm:22041010
3186127725723;VINHO BARON DE PARIS ROUGE;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:01:18.000-03:00;ncm:22059000
3245990969402;CONHAQUE VSOP HENNESSY GARRAFA 700ML;HENNESSY;22082000;Aguardentes de vinho ou de bagaço de uvas;50000000;Alimentos / Bebidas / Tabaco;Conhaque;149;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3245990969402;2014-04-24T11:07:34.000-03:00;2026-08-14T00:32:29.000-03:00;ncm:22082000
3256931113815;CHAMPAGNE HEIDSIEK M POMMERY;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:04:47.000-03:00;ncm:22041010
3262850034605;VINHO CHATEAUNEUF PAPE CALVAIRE 750M;;22059000;Outros;;;;;;1;1;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:05:29.000-03:00;ncm:22059000
3265120010149;AGUARD KIRSCH CEREJA;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:05:51.000-03:00;ncm:22084000
3269550712918;BRANDY CORTEL NAPOLEÓN V.S.O.P 700ML;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;23269550712912;https://cdn-cosmos.bluesoft.com.br/products/3269550712918;2014-04-24T11:07:34.000-03:00;2026-08-14T00:34:10.000-03:00;ncm:22082000
3351650000818;VINHO FLEUR DE ROUGE;;22059000;Outros;;;;;;1;1;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:11:29.000-03:00;ncm:22059000
3394150029965;VINHO CHATEAL MOULIN DE MALLET;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:13:26.000-03:00;ncm:22051000
3500610006821;ESPUMANTE FRANCÊS BRANCO BRUT PIERLANT GARRAFA 750ML;;22059000;Outros;;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3500610006821;2014-04-24T11:07:34.000-03:00;2026-08-15T00:30:10.000-03:00;ncm:22059000
3500610006838;ESPUMANTE FRANCÊS BRANCO DEMI-SEC PIERLANT GARRAFA 750ML;;22059000;Outros;;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/3500610006838;2014-04-24T11:07:34.000-03:00;2026-08-15T00:30:11.000-03:00;ncm:22059000
3760087760040;VINHO DOMAINE DE PELLEHAUT BETE GASTON;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-23T21:25:23.000-03:00;ncm:22051000
4003310654914;VINHO ALEM DEINHARD GREEN LABEL RIESLING;MARCAS DIVERSAS;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinho Branco;245;74;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/4003310654914;2014-04-24T11:07:34.000-03:00;2026-07-23T21:29:30.000-03:00;ncm:22042100
4069600010303;BLACK TOWER TINTO PINOT NOIR 2009;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/black-tower-tinto-pinot-noir-2009_300x300-PU63d5f_1.jpg;2014-04-24T11:07:34.000-03:00;2026-08-19T00:36:01.000-03:00;ncm:22042100
5000196001695;WHISKY ESCOCÊS BLENDED SPECIAL RESERVE BUCHANANS GARRAFA 750ML;BUCHANAN'S;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;5000196001701;https://cdn-cosmos.bluesoft.com.br/products/5000196001695;2014-04-24T11:07:34.000-03:00;2026-07-25T01:28:11.000-03:00;ncm:22083020
5000267014401;WHISKY JOHNNIE WALKER RED LABEL;J.WALKER;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;5000267014418;https://cdn-cosmos.bluesoft.com.br/products/5000267014401;2014-04-24T11:07:34.000-03:00;2026-08-31T13:24:59.000-03:00;ncm:22083020
5000267102634;WHISKY ESCOCÊS SINGLE MALT CARDHU GARRAFA 1L;CARDHU;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5000267102634;2014-04-24T11:07:34.000-03:00;2026-07-25T01:28:33.000-03:00;ncm:22083020
5000281003474;WHISKY GRAND OLD PARR SUPERIOR;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:28:51.000-03:00;ncm:22083020
5000299211243;WHISKY ESCOCÊS BLENDED ROYAL SALUTE THE SIGNATURE BLEND GARRAFA 700ML;ROYAL TALENS;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;5000299211267;https://cdn-cosmos.bluesoft.com.br/products/5000299211243;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:01.000-03:00;ncm:22083020
5000299212691;WHISKY CHIVAS 12 ANOS 1LT;CHIVAS REGAL;22083020;Em embalagens de capacidade inferior ou igual a 2 l;50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5000299212691;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:03.000-03:00;ncm:22083020
5000299225028;WHISKY ESCOCÊS BLENDED GOLD SIGNATURE CHIVAS REGAL GARRAFA 750ML;CHIVAS REGAL;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;5000299225110;https://cdn-cosmos.bluesoft.com.br/products/5000299225028;2014-04-24T11:07:34.000-03:00;2026-09-03T22:02:54.000-03:00;ncm:22083020
5010103803311;J & B RESERVE 15 ANOS 1 L;DIAGEO BRANDS;22083020;Em embalagens de capacidade inferior ou igual a 2 l;50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/j-b-reserve-15-anos-1-l_300x300-PU81371_1.jpg;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:28.000-03:00;ncm:22083020
5010103902564;WHISKY J&B RESERVE 15Y;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:29.000-03:00;ncm:22083020
5010106110157;WHISKY BALLANTINES 17 ANOS;BALLANTINES;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5010106110157;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:31.000-03:00;ncm:22083020
5010196075091;JURA 16 ANOS 0,;ISLE OF JURA;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/jura-16-anos-0-700-l_300x300-PU56803_1.jpg;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:38.000-03:00;ncm:22083020
5010314073008;WHISKY FAMOUS GROUSE 1L BLACK;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:41.000-03:00;ncm:22083020
5010314441067;FAMOUSE GROUSE 12YEARS|1000|SCOTCH WHISKEY;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:45.000-03:00;ncm:22083020
5010327000176;WHISKY ESCOCÊS SINGLE MALT 12 ANOS GLENFIDDICH GARRAFA 750ML;GLENFIDDICH;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5010327000176;2014-04-24T11:07:34.000-03:00;2026-07-25T01:29:46.000-03:00;ncm:22083020
5010327302201;GLENFIDDICH 12 ANOS 1 L;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/glenfiddich-12-anos-1-l_300x300-PU5604c_1.jpg;2014-04-24T11:07:34.000-03:00;2026-08-15T10:19:17.000-03:00;ncm:22083020
5013967005006;THE DALMORE 15 ANOS 0,;WHYTE & MACKAY;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/the-dalmore-15-anos-0-700-l_300x300-PU566c8_1.jpg;2014-04-24T11:07:34.000-03:00;2026-07-25T01:31:41.000-03:00;ncm:22083020
5024546356587;GRAND MACNISH 8 ANOS 1 L;GRAND MACNISH;22083090;Outros;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/grand-macnish-8-anos-1-l_300x300-PU565b9_1.jpg;2014-04-24T11:07:34.000-03:00;2026-07-25T01:32:59.000-03:00;ncm:22083090
5024546366630;HM | CONTEMPORARY SOLID BRASS BATHROOM SINK FAUCET CHROME FINISH;HM;22083090;Outros;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5024546366630;2015-09-17T06:17:10.000-03:00;2026-08-04T19:10:38.000-03:00;ncm:22083090
5060154910216;CERVEJA BREW DOG PUNK;;22030000;Cervejas de malte.;10000159;Cerveja;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5060154910216;2014-04-24T11:07:34.000-03:00;2026-07-25T01:35:46.000-03:00;ncm:22030000
5410908000012;CERVEJA BROWN ALE CHIMAY RED GARRAFA 330ML;CHIMAY;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas Tradicionais;141;203;;;;0.0;0.0;15410908000019;https://cdn-cosmos.bluesoft.com.br/products/5410908000012;2014-04-24T11:07:34.000-03:00;2026-07-25T01:42:13.000-03:00;ncm:22030000
5410908000029;CERVEJA TRIPLE ALE CHIMAY GARRAFA 330ML;CHIMAY;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas Tradicionais;141;203;;;;0.0;0.0;15410908000026;https://cdn-cosmos.bluesoft.com.br/products/5410908000029;2014-04-24T11:07:34.000-03:00;2026-07-25T01:42:13.000-03:00;ncm:22030000
5410908000036;CERVEJA BELGIAN ALE CHIMAY BLUE GARRAFA 330ML;CHIMAY;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas Tradicionais;141;203;;;;0.0;0.0;15410908000033;https://cdn-cosmos.bluesoft.com.br/products/5410908000036;2014-04-24T11:07:34.000-03:00;2026-07-25T01:42:13.000-03:00;ncm:22030000
5411676800408;CERVEJA BLANCHE DE BRUXELLES CLARA;;22030000;Cervejas de malte.;10000159;Cerveja;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5411676800408;2014-04-24T11:07:34.000-03:00;2026-07-25T01:42:47.000-03:00;ncm:22030000
5600221678238;VINHO PORTUGUÊS TINTO 2U TOURIGA FRANCA TINTA RORIZ CASTELÃO SYRAH QUINTA DA BOA VISTA BAG IN BOX 3L;;22042220;Mostos;;;Vinho Tinto;247;74;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5600221678238;2020-08-12T17:48:45.000-03:00;2024-08-14T07:21:02.000-03:00;ncm:22042220
5601164162105;CERVEJA CARLSBERG L NECK;;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas Tradicionais;141;203;;;;0.0;0.0;15601164162102;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:51:02.000-03:00;ncm:22030000
5601164284401;CERVEJA ABADIA RUBI;;22030000;Cervejas de malte.;10000159;Cerveja;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:51:02.000-03:00;ncm:22030000
5601164294400;CERVEJA ABADIA GOLD;;22030000;Cervejas de malte.;10000159;Cerveja;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:51:02.000-03:00;ncm:22030000
5601193200014;GINGINHA NATURAL NETO COSTA;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:51:14.000-03:00;ncm:22059000
5601193300127;BAGACEIRA|1000|CACHACA;NETO COSTA;22082000;Aguardentes de vinho ou de bagaço de uvas;;;Cachaça;151;69;;;;0.0;0.0;25601193300121;https://cdn-cosmos.bluesoft.com.br/products/5601193300127;2014-04-24T11:07:34.000-03:00;2026-07-25T01:51:15.000-03:00;ncm:22082000
5601193300189;BAGACEIRA VELHA NETO COSTA;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:51:15.000-03:00;ncm:22082000
5601292175183;VINHO PORTO MESSIAS 10ANOS C/LT;;22059000;Outros;;;Vinhos;74;65;;;;0.0;0.0;5601292172182|15601292175180;https://cdn-cosmos.bluesoft.com.br/products/5601292175183;2014-04-24T11:07:34.000-03:00;2026-07-25T01:54:07.000-03:00;ncm:22059000
5601332000109;VINHO PORT ADRIANO R PINTO TAWNY;;22059000;Outros;;;;;;;;;0.0;0.0;;http://thumbs.buscape.com.br/vinho/jockey-club-reserva-tawny-burmester-porto_300x300-PU46e58_1.jpg;2014-04-24T11:07:34.000-03:00;2026-07-25T01:54:19.000-03:00;ncm:22059000
5601332006736;VINHO PORT DUAS QUINTAS DOURO TTO;;22059000;Outros;;;;;;1;1;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:54:24.000-03:00;ncm:22059000
5601989993649;VINHO PORT ESPORAO RESERVA BRANCO;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T01:56:57.000-03:00;ncm:22059000
5601989996206;ALANDRA HERDADE DO ESPORAO TINTO CASTELÃO MORETO TRINCADEIRA 2008;;22059000;Outros;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/alandra-375ml-herdade-do-esporao-tinto-castelao-moreto-trincadeira-2008_600x600-PU78984_1.jpg;2014-04-24T11:07:34.000-03:00;2026-07-25T01:57:00.000-03:00;ncm:22059000
5602947002014;VINHO PORTUGUES PACHECA 750ML PORTO LAGRIMA;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2018-08-14T01:02:23.000-03:00;2026-07-25T01:59:11.000-03:00;ncm:22042910
5604422144202;CONHAQUE MACIEIRA ROYAL SPIRIT GARRAFA 700ML;MACIEIRA;22082000;Aguardentes de vinho ou de bagaço de uvas;;;Conhaque;149;69;;;;0.0;0.0;45604422144200;https://cdn-cosmos.bluesoft.com.br/products/5604422144202;2014-04-24T11:07:34.000-03:00;2026-07-25T07:50:32.000-03:00;ncm:22082000
5701598033016;BEAR EXTRA STRONG LAGER LATA;BEAR BEER;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas Especiais;204;203;;;;0.0;0.0;15701598033013|5701598035089;https://cdn-cosmos.bluesoft.com.br/products/5701598033016;2014-04-24T11:07:34.000-03:00;2026-07-25T02:04:17.000-03:00;ncm:22030000
5701598034631;BEAR PREMIUM STRONG LAGER LATA;;22030000;Cervejas de malte.;10000159;Cerveja;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/5701598034631;2014-04-24T11:07:34.000-03:00;2026-07-25T02:04:18.000-03:00;ncm:22030000
6002269000238;VINHO TTO VAN LOVEREN RED MUSCADEL;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T02:10:33.000-03:00;ncm:22051000
7401005004513;RUM ZACAPA CENTENARIO;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T02:40:15.000-03:00;ncm:22084000
7501035042070;JOSE CUERVO SILVER 750 ML;;22083090;Outros;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7501035042070;2016-01-19T14:46:01.000-02:00;2026-07-25T02:55:45.000-03:00;ncm:22083090
7730429000376;VINHO URU ISLA DE LOBOS;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:26:00.000-03:00;ncm:22082000
7790240041484;ESPUM ARG TRAPICHE EXTRA BRUT;;22041090;Outros;;;;;;;;;0.0;0.0;7790240141481;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:29:29.000-03:00;ncm:22041090
7790290007195;VERMUTE TINTO PUNT E MES GARRAFA 750ML;FRATELLI BRANCA DESTILERIAS;22051000;Em recipientes de capacidade não superior a 2 l;;;Vinho Tinto;247;74;;;;0.0;0.0;17790290007192;https://cdn-cosmos.bluesoft.com.br/products/7790290007195;2014-04-24T11:07:34.000-03:00;2026-09-05T09:01:42.000-03:00;ncm:22051000
7790314058264;VINHO ROCAS VIEJAS TTO SUAVE;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:30:06.000-03:00;ncm:22059000
7790497690053;ESPUM ARG LUXOS DEMI SEC;;22041090;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:30:47.000-03:00;ncm:22041090
7790607000376;VINHO ARG ALFREDO ROCA MERLOT;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinho Tinto;247;74;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7790607000376;2014-04-24T11:07:34.000-03:00;2026-07-25T03:31:41.000-03:00;ncm:22042100
7790975001470;TERRAZAS GRAN MALBEC T|750|WINE;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7790975001470;2014-04-24T11:07:34.000-03:00;2026-07-25T03:32:56.000-03:00;ncm:22042100
7791560040058;ESPUMANTE ARGENTINO BRANCO BRUT CUVÉE RÉSERVE MUMM CHARDONNAY PINOT NOIR MENDOZA GARRAFA 750ML;MUMM;22041090;Outros;;;Espumante e Champanhe;143;140;;;;0.0;0.0;7791560640050;https://cdn-cosmos.bluesoft.com.br/products/7791560040058;2014-04-24T11:07:34.000-03:00;2026-07-25T03:35:55.000-03:00;ncm:22041090
7791670015052;ESPUM ARG TOSO DEMI SEC;;22041090;Outros;;;;;;;;;0.0;0.0;7791670003158;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:36:07.000-03:00;ncm:22041090
7791670015366;ESPUM ARG TOSO BRUT;;22041090;Outros;;;;;;;;;0.0;0.0;7791670003172;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:36:07.000-03:00;ncm:22041090
7791670023088;ESPUM ARG TOSO EXTRA PINOT NOIR;;22041090;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:36:10.000-03:00;ncm:22041090
7792319675804;ESPUM ARG NORTON DEMI SEC;;22041090;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:37:42.000-03:00;ncm:22041090
7792319969149;ESPUM ARG NORTON BRUT ROSE;;22041090;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:37:45.000-03:00;ncm:22041090
7792756200324;VINHO ARG ALTAS CUMBRES MALBEC;ALTAS CUMBRES;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7792756200324;2014-04-24T11:07:34.000-03:00;2026-07-25T03:38:06.000-03:00;ncm:22042100
7794450008077;VINHO ARGENTINO CHARDONNAY ALAMOS 750ML;;22042100;Em recipientes de capacidade não superior a 2 l;10000273;Vinho - Fortificado;Vinhos;74;65;;;;0.0;0.0;30707319195014;https://cdn-cosmos.bluesoft.com.br/products/7794450008077;2014-04-24T11:07:34.000-03:00;2026-09-15T11:00:26.000-03:00;ncm:22042100
7794450088383;VINHO ARG ALAMOS SAUV BLANC;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;37794450088384;https://cdn-cosmos.bluesoft.com.br/products/7794450088383;2014-04-24T11:07:34.000-03:00;2026-09-15T11:00:30.000-03:00;ncm:22042100
7794450088703;VINHO ARG ALAMOS SYRAH;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;37794450088704;https://cdn-cosmos.bluesoft.com.br/products/7794450088703;2014-04-24T11:07:34.000-03:00;2026-07-25T03:39:58.000-03:00;ncm:22042100
7794450090829;VINHO ARG ALAMOS MALBEC;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7794450090829;2014-04-24T11:07:34.000-03:00;2026-07-25T03:40:04.000-03:00;ncm:22042100
7794450090850;VINHO ARGENTO MALBEC ROSE;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:40:05.000-03:00;ncm:22059000
7794450091666;ALAMOS SELECCION BODEGAS ESMERALDA TINTO PINOT NOIR 2009;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;37794450091667;https://cdn-cosmos.bluesoft.com.br/products/7794450091666;2014-04-24T11:07:34.000-03:00;2026-07-25T03:40:08.000-03:00;ncm:22042100
7794450091789;VINHO LIBERTAD MALBEC;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:40:08.000-03:00;ncm:22059000
7796626000946;ESPUM ARG TOURNEE FREIXENET;;22041090;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:41:55.000-03:00;ncm:22041090
7798051950025;VINHO ARG ALTO LAS HORMIGAS MALBEC TERROIR;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7798051950025;2014-04-24T11:07:34.000-03:00;2026-07-25T03:44:10.000-03:00;ncm:22042100
7798051950032;ALTOS LAS HORMIGAS TINTO MALBEC 2012;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;17798051950039;https://cdn-cosmos.bluesoft.com.br/products/7798051950032;2014-04-24T11:07:34.000-03:00;2026-07-25T03:44:10.000-03:00;ncm:22042100
7798057480090;PREMIUM ALTA VISTA WINES TINTO MALBEC 2011;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7798057480090;2014-04-24T11:07:34.000-03:00;2026-07-25T03:44:18.000-03:00;ncm:22042100
