gtin;descricao;marca;ncm;ncm_descricao;gpc;gpc_descricao;categoria;categoria_id;categoria_pai_id;peso_liquido;peso_bruto;preco_medio;preco_min;preco_max;gtins_alternativos;thumbnail;criado_em;atualizado_em;fontes
7798078236317;ESPUMANTE ARGENTINO BRANCO BRUT MARÍA CODORNÍU CHARDONNAY PINOT NOIR MENDOZA GARRAFA 750ML;MARÍA CODORNÍU;22041090;Outros;;;Espumante e Champanhe;143;140;;;;0.0;0.0;7798078236324;https://cdn-cosmos.bluesoft.com.br/products/7798078236317;2014-04-24T11:07:34.000-03:00;2026-07-25T03:45:15.000-03:00;ncm:22041090
7798081665401;VINHO ARG ANGARO CAB SAUVIGNON;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;7798081665418;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:45:34.000-03:00;ncm:22042100
7798081665449;VINHO ARG ANGARO CHARDONNAY;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;7798081665456;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:45:35.000-03:00;ncm:22042100
7798091110939;VINHO ARG ACHAVAL FERRER QUIMERA TINTO;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;1;1;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:46:20.000-03:00;ncm:22042100
7798105520235;VINHO ARGENTO TTO MALBEC;;22059000;Outros;;;;;;1;1;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:47:05.000-03:00;ncm:22059000
7798121460812;VINHO ARG AMANCAYA GRAN RES MALBEC/CAB SAUV;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:48:19.000-03:00;ncm:22042100
7798126080015;VINHO ARG ALMA NEGRA TTO;;22042100;Em recipientes de capacidade não superior a 2 l;10000273;Vinho - Fortificado;Vinho Tinto;247;74;;;;0.0;0.0;37798126080016;https://cdn-cosmos.bluesoft.com.br/products/7798126080015;2014-04-24T11:07:34.000-03:00;2026-09-14T13:51:08.000-03:00;ncm:22042100
7798126080473;VINHO ARG ALMA NEGRA PINOT NOIR;;22042100;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;17798126080470;https://cdn-cosmos.bluesoft.com.br/products/7798126080473;2014-04-24T11:07:34.000-03:00;2026-07-25T03:48:46.000-03:00;ncm:22042100
7802940730756;VINHO SAN SIMON RES ESP TTO;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:53:36.000-03:00;ncm:22059000
7804300120634;CHILI CABERNET MERLOT RSE VIN ETRANGER CHILI | VH CH GATO NEGRO ROSE;GATO NEGRO;22059000;Outros;;;Vinho Rosé;246;74;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7804300120634;2014-04-24T11:07:34.000-03:00;2026-07-25T03:54:09.000-03:00;ncm:22059000
7804310544420;VINHO CARTA VIEJA CARME SECO;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:55:12.000-03:00;ncm:22059000
7804320080611;KIT VINHO CAS D DIABLO CAB/CARM +SACA ROLHA;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:56:01.000-03:00;ncm:22042100
7804320339320;ESPUM CHIL CAS DEL DIABLO SPARKLIN;;22041090;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:56:32.000-03:00;ncm:22041090
7804320753904;VHO CONO SUR BICLETA GEWURZTRAMINER;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:57:04.000-03:00;ncm:22051000
7804340500038;ESPUM CHIL TARAPACA BRUT;;22041090;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T03:57:58.000-03:00;ncm:22041090
7804350701586;VINHO ESPUMANTE SANTA CAROLINA DEMI SEC;;22043000;Outros mostos de uvas;;;Espumante e Champanhe;143;140;;;;0.0;0.0;27804350701580;https://cdn-cosmos.bluesoft.com.br/products/7804350701586;2014-04-24T11:07:34.000-03:00;2026-07-25T03:58:58.000-03:00;ncm:22043000
7804426000247;VINHO LOS TILOS 750ML CABER SAUVIGNON;;22042910;Vinhos;;;Vinhos;74;65;;;;0.0;0.0;;;2017-10-13T07:56:45.000-03:00;2026-07-25T04:00:22.000-03:00;ncm:22042910
7809503500535;VINHO TTO VINAS DEL MAR CARMENERE;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T04:05:33.000-03:00;ncm:22042910
7809585500454;VINHO CH SAN ELIAS BLANC SAU;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T04:06:52.000-03:00;ncm:22082000
7809591500271;VINHO LA PLAYA SAUVIGNON BLANC;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T04:06:56.000-03:00;ncm:22059000
7809591501087;VINHO LA PLAYA CABER SAUV ROSE;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-25T04:06:57.000-03:00;ncm:22059000
7891050003072;WHISKY BALLANTINES FINEST 1L C/CARTEIRA;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-26T19:39:37.000-03:00;ncm:22083020
7891083061131;CHAMP CHANDON BRUT RESERVE 6X;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2015-09-17T07:49:37.000-03:00;2026-07-26T19:59:33.000-03:00;ncm:22043000
7891083611411;ESPUMANTE BRASILEIRO BRANCO BRUT RESERVE CHANDON SERRA GAÚCHA GARRAFA 187ML;CHANDON;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;7891083241410;https://cdn-cosmos.bluesoft.com.br/products/7891083611411;2014-04-24T11:07:34.000-03:00;2026-09-14T09:00:28.000-03:00;ncm:22041010
7891083611435;ESPUMANTE BRASILEIRO BRANCO DEMI-SEC RICHE CHANDON PINOT NOIR RIESLING ITÁLICO CHARDONNAY SERRA GAÚCHA GARRAFA 187ML;CHANDON;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;7891083241434;https://cdn-cosmos.bluesoft.com.br/products/7891083611435;2014-04-24T11:07:34.000-03:00;2026-09-15T08:19:51.000-03:00;ncm:22041010
7891083611442;ESPUMANTE BRASILEIRO ROSÉ BRUT CHANDON SERRA GAÚCHA GARRAFA 187ML;CHANDON;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7891083611442;2014-04-24T11:07:34.000-03:00;2026-08-18T09:01:39.000-03:00;ncm:22041010
7891125160105;MARTINI ROSSO|900|VERMOUTH | MARTINI ROSSO;BACARDI;22051000;Em recipientes de capacidade não superior a 2 l;50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7891125160105;2014-04-24T11:07:34.000-03:00;2026-07-26T21:09:16.000-03:00;ncm:22051000
7891125160303;VERMELHO MARTINI BIANCO | VERMELHOOUTH MARTINI BIANCO;BACARDI;22051000;Em recipientes de capacidade não superior a 2 l;50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7891125160303;2014-04-24T11:07:34.000-03:00;2026-07-26T21:09:17.000-03:00;ncm:22051000
7891125160440;MARTINI ROS‚|900|VERMOUTH | MARTINI ROSE;BACARDI;22051000;Em recipientes de capacidade não superior a 2 l;50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;57891125160445;https://cdn-cosmos.bluesoft.com.br/products/7891125160440;2014-04-24T11:07:34.000-03:00;2026-09-14T10:00:28.000-03:00;ncm:22051000
7891125163304;WHISKY TILLERS 1L;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;Whisky;147;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7891125163304;2014-04-24T11:07:34.000-03:00;2026-09-13T14:06:33.000-03:00;ncm:22083020
7891125169276;ST RAPHAEL ROUGE|750|VERMOUTH;BACARDI;22051000;Em recipientes de capacidade não superior a 2 l;50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-26T21:09:23.000-03:00;ncm:22051000
7891125181261;WHISKY GLENFIDDICH 1L C/2+BRINDES;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-26T21:09:25.000-03:00;ncm:22083020
7891125181513;WHISKY GRANT'S 1L C/2 + GARRAFA ACO;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-26T21:09:25.000-03:00;ncm:22083020
7891136058002;CINZANO ROSSO|900|VERMOUTH | CINZANO ROSSO;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;17891136058009;https://cdn-cosmos.bluesoft.com.br/products/7891136058002;2014-04-24T11:07:34.000-03:00;2026-07-26T21:17:43.000-03:00;ncm:22051000
7891136058019;VERMUTE ROSSO CINZANO GARRAFA 950ML;CINZANO;22051000;Em recipientes de capacidade não superior a 2 l;;;Aperitivos;269;140;;;;0.0;0.0;17791200200559;https://cdn-cosmos.bluesoft.com.br/products/7891136058019;2014-04-24T11:07:34.000-03:00;2026-07-26T21:17:43.000-03:00;ncm:22051000
7891136060005;CINZANO BIANCO|900|LIQUEURS;MAYORAL;22051000;Em recipientes de capacidade não superior a 2 l;;;Vinhos;74;65;;;;0.0;0.0;17891136060002;https://cdn-cosmos.bluesoft.com.br/products/7891136060005;2014-04-24T11:07:34.000-03:00;2026-07-26T21:17:43.000-03:00;ncm:22051000
7891141015243;BUENO CUVÉE PRESTIGE MIOLO ESPUMANTE CHARDONNAY PINOT NOIR;;22043000;Outros mostos de uvas;;;Espumante e Champanhe;143;140;;;;0.0;0.0;17891141015240;https://cdn-cosmos.bluesoft.com.br/products/7891141015243;2014-04-24T11:07:34.000-03:00;2026-07-31T21:11:19.000-03:00;ncm:22043000
7891141021091;VINHO SANGUE BOI TIN/SUAVE 3L;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-26T21:20:15.000-03:00;ncm:22042211
7891141021640;VINHO BRASILEIRO BRANCO MEIO SECO MOSTEIRO SERRA GAÚCHA GARRAFÃO 4L;MOSTEIRO;22042211;Em recipientes de capacidade não superior a 5 l;;;Vinho Branco;245;74;;;;0.0;0.0;17891141021647;https://cdn-cosmos.bluesoft.com.br/products/7891141021640;2015-01-14T22:00:00.000-02:00;2026-09-15T09:32:37.000-03:00;ncm:22042211
7891141024313;VINHO BRASILEIRO BRANCO MEIO SECO MARCUS JAMES CHARDONNAY SERRA GAÚCHA BAG IN BOX 3L;MARCUS JAMES;22042211;Em recipientes de capacidade não superior a 5 l;;;Vinho Branco;245;74;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7891141024313;2014-04-24T11:07:34.000-03:00;2026-07-26T21:20:35.000-03:00;ncm:22042211
7891700206983;SUCO ADES FRAPE DE COCO;ADES;22042910;Vinhos;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7891700206983;2014-04-24T11:07:34.000-03:00;2026-07-27T01:52:45.000-03:00;ncm:22042910
7893218002422;SAQUÊ SECO JUN DAITI GARRAFA 670ML;JUN DAITI;22060090;Outras;;;Saquê e Bebidas a Base de Arroz;152;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7893218002422;2014-04-24T11:07:34.000-03:00;2026-07-27T03:15:14.000-03:00;ncm:22060090
7893218002637;WHISKY JOHNNIE WALKER 1L RED LABEL C/COPO;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7893218002637;2014-04-24T11:07:34.000-03:00;2026-07-27T03:15:16.000-03:00;ncm:22083020
7893218002644;WHISKY JOHNNIE WALKER 1L BLACK LABEL C/BALDE;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-27T03:15:16.000-03:00;ncm:22083020
7893218002651;WHISKY BUCHANAN'S 1L 12 ANOS C/BALDE;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-27T03:15:16.000-03:00;ncm:22083020
7893218002873;WHISKY JOHNNIE WALKER 1L BLACK LABEL EDIC ESPECIAL;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-27T03:15:21.000-03:00;ncm:22083020
7896002110679;CACHAÇA ENVELHECIDA TERRA BRAZILIS GARRAFA 1L;TERRA BRAZILIS;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896002110679;2014-04-24T11:07:34.000-03:00;2026-07-30T01:33:52.000-03:00;ncm:22084000
7896007831357;SAQUÊ LICOROSO MIRIN KENKO GARRAFA 500ML;KENKO;22060090;Outras;;;;;;;;;0.0;0.0;17896007831354;https://cdn-cosmos.bluesoft.com.br/products/7896007831357;2014-04-24T11:07:34.000-03:00;2026-07-30T02:09:02.000-03:00;ncm:22060090
7896007860500;SAQUE DAITI PRATA SECO;DAITI;22060090;Outras;;;;;;;;;0.0;0.0;17896007860507;;2014-04-24T11:07:34.000-03:00;2026-07-30T02:09:20.000-03:00;ncm:22060090
7896008100063;VERMOUTH CALDEZANO BRANCO;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T02:10:29.000-03:00;ncm:22051000
7896008100117;CONTINE;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896008100117;2014-04-24T11:07:34.000-03:00;2026-07-30T02:10:30.000-03:00;ncm:22051000
7896008100223;VERMOUTH RIVARI BITTER;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T02:10:32.000-03:00;ncm:22051000
7896008100292;CONHAQUE DIMEL;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T02:10:32.000-03:00;ncm:22082000
7896008100315;CONT VERMELHO GOLD SC;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;900;945;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T02:10:33.000-03:00;ncm:22051000
7896008104719;CONTINI ROSE;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T02:10:46.000-03:00;ncm:22059000
7896008104917;VERMUTE ROSSO CONTINI GARRAFA 900ML;CONTINI;22051000;Em recipientes de capacidade não superior a 2 l;;;Licor;240;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896008104917;2014-04-24T11:07:34.000-03:00;2026-09-06T07:40:18.000-03:00;ncm:22051000
7896020200017;CONHAQUE BRANDY DOMECQ 1 LITRO;BARUEL;22082000;Aguardentes de vinho ou de bagaço de uvas;53000000;Higiene / Cuidados Pessoais / Beleza;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896020200017;2014-04-24T11:07:34.000-03:00;2026-07-30T03:05:50.000-03:00;ncm:22082000
7896022610005;CONHAQUE DE ALCATRÃO SÃO JOÃO DA BARRA GARRAFA 900ML;SELMI;22082000;Aguardentes de vinho ou de bagaço de uvas;50000000;Alimentos / Bebidas / Tabaco;Conhaque;149;69;;;;0.0;0.0;27896022610009;https://cdn-cosmos.bluesoft.com.br/products/7896022610005;2014-04-24T11:07:34.000-03:00;2026-09-10T14:16:12.000-03:00;ncm:22082000
7896023071119;CAIXA DECOR.SALTON CHALISE + 2 ESPUMANT.;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2016-04-05T21:38:51.000-03:00;2026-07-30T03:19:02.000-03:00;ncm:22043000
7896023083020;FILTRADO DOCE BRASILEIRO ROSÉ PERLAGE SERRA GAÚCHA GARRAFA 660ML;PERLAGE;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;7896023083563;https://cdn-cosmos.bluesoft.com.br/products/7896023083020;2014-04-24T11:07:34.000-03:00;2026-07-30T10:26:18.000-03:00;ncm:22043000
7896023083495;FILTRADO DOCE BRASILEIRO BRANCO PERLAGE GARRAFA 660ML;PERLAGE;22043000;Outros mostos de uvas;;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896023083495;2014-04-24T11:07:34.000-03:00;2026-07-30T03:19:26.000-03:00;ncm:22043000
7896028200217;FILTRADO PIGENTINI SURP BRANCO;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:41:25.000-03:00;ncm:22041010
7896028200309;CHAMPAGNE BRINDESPUMA BRANCO;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;7896028251158;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:41:26.000-03:00;ncm:22043000
7896028200316;SIDRA VALENCIANA 2LT;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:41:26.000-03:00;ncm:22060010
7896028200354;FILTRADO BRINDESPUMA BCO. 2LT;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2016-04-06T02:40:27.000-03:00;2026-07-30T03:41:27.000-03:00;ncm:22043000
7896028250311;CHAMPAGNE BRINDESPUMA 2 LTRS ROSE;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:42:05.000-03:00;ncm:22060010
7896028251226;SIDRA VALENCIANA 12/;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:42:08.000-03:00;ncm:22060010
7896028251486;SIDRA VALENCIANA;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:42:14.000-03:00;ncm:22060010
7896028251509;SIDRA VALENCIANA;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:42:14.000-03:00;ncm:22060010
7896028251936;VINHO PIAGENTINI TINTO PESSEGO;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:42:20.000-03:00;ncm:22059000
7896028637426;AGUARD LEAO OURO;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;78960284865119;https://cdn-cosmos.bluesoft.com.br/products/7896028637426;2014-04-24T11:07:34.000-03:00;2026-07-30T03:42:35.000-03:00;ncm:22084000
7896028866123;ESPUMANTE SIDRA VALENCIANA MACA S/ALCOOL;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:43:04.000-03:00;ncm:22060010
7896029250143;MISTELA SINUELO;;22042100;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:47:08.000-03:00;ncm:22042100
7896031000507;SIDRA PULLMAN S/ALCOOL;;22060010;Sidra;;;;;;1;1;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:50:19.000-03:00;ncm:22060010
7896031000521;BEBIDA SIDRA PULLMAN PESSEGO;;22060090;Outras;;;;;;;;;0.0;0.0;17896031000528;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:50:20.000-03:00;ncm:22060090
7896031000552;CHAMP SIDRA PULLMAN;SIDRA PULLMAN;22060010;Sidra;;;;;;;;;0.0;0.0;17896031000559;https://cdn-cosmos.bluesoft.com.br/products/7896031000552;2014-04-24T11:07:34.000-03:00;2026-07-30T03:50:20.000-03:00;ncm:22060010
7896031000613;FESTA DE PRATA BRANCO;;22060010;Sidra;;;;;;;;;0.0;0.0;17896031000610;;2014-04-24T11:07:34.000-03:00;2026-07-30T03:50:22.000-03:00;ncm:22060010
7896031000880;VINHO TTO SUAVE CAVES S ROQUE GF 4,6 LT;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;1000;1050;;0.0;0.0;;;2015-05-08T18:34:08.000-03:00;2026-07-30T03:50:24.000-03:00;ncm:22042211
7896034300208;FILTRADO GOTAS CRISTAL BRANCO;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T04:05:14.000-03:00;ncm:22041010
7896034300222;FILTRADO DOCE BRASILEIRO BRANCO GARIBALDI GOTAS GARRAFA 660ML;GARIBALDI;22043000;Outros mostos de uvas;;;Espumante e Champanhe;143;140;;;;0.0;0.0;27896034300226;https://cdn-cosmos.bluesoft.com.br/products/7896034300222;2014-04-24T11:07:34.000-03:00;2026-08-30T10:23:06.000-03:00;ncm:22043000
7896034300239;FILTRADO DOCE BRASILEIRO ROSÉ GARIBALDI GOTAS GARRAFA 660ML;GARIBALDI;22043000;Outros mostos de uvas;;;Espumante e Champanhe;143;140;;;;0.0;0.0;27896034300233;https://cdn-cosmos.bluesoft.com.br/products/7896034300239;2014-04-24T11:07:34.000-03:00;2026-07-30T04:05:15.000-03:00;ncm:22043000
7896034300253;ESPUMANTE BRASILEIRO BRANCO DEMI-SEC PRIMÍCIAS SERRA GAÚCHA GARRAFA 660ML;GARIBALDI;22041010;Tipo champanha (champagne);;;Espumante e Champanhe;143;140;;;;0.0;0.0;17896034300250;https://cdn-cosmos.bluesoft.com.br/products/7896034300253;2014-04-24T11:07:34.000-03:00;2026-08-30T10:23:05.000-03:00;ncm:22041010
7896034301267;FILTRADO GOTAS CRISTAL ROSE;;22041010;Tipo champanha (champagne);;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T04:05:27.000-03:00;ncm:22041010
7896050200087;AG 3 FAZENDAS 12X;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;17896050200084;;2014-04-24T11:07:34.000-03:00;2026-08-15T17:33:08.000-03:00;ncm:22084000
7896050200575;AGUARDENTE VELHO BARREIRO OURO;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T05:01:01.000-03:00;ncm:22084000
7896051215028;VERMOUTH PAIZANO TINTO;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T05:06:17.000-03:00;ncm:22051000
7896051229100;CATUABA PODEROSO;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T05:06:27.000-03:00;ncm:22051000
7896072901375;RUN CAPITAN CORTEZ CARTA CRYSTAL;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T05:54:07.000-03:00;ncm:22060010
7896072902228;SIDRA PALMEIRAS CERESER GARRAFA 660ML;CERESER;22060010;Sidra;;;Espumante e Champanhe;143;140;;;;0.0;0.0;17896072988137;https://cdn-cosmos.bluesoft.com.br/products/7896072902228;2014-04-24T11:07:34.000-03:00;2026-07-30T05:54:10.000-03:00;ncm:22060010
7896072902600;SIDRA CORINTHIANS CERESER TIMES GARRAFA 660ML;CERESER;22060010;Sidra;;;Espumante e Champanhe;143;140;;;;0.0;0.0;17896072902607|17896072987512;https://cdn-cosmos.bluesoft.com.br/products/7896072902600;2014-04-24T11:07:34.000-03:00;2026-07-30T05:54:12.000-03:00;ncm:22060010
7896072902822;SIDRA SÃO PAULO CERESER TIMES GARRAFA 660ML;CERESER;22060010;Sidra;;;Espumante e Champanhe;143;140;;;;0.0;0.0;17896072902829|17896072988199;https://cdn-cosmos.bluesoft.com.br/products/7896072902822;2014-04-24T11:07:34.000-03:00;2026-07-30T05:54:14.000-03:00;ncm:22060010
7896072902877;SIDRA SANTOS CERESER TIMES GARRAFA 660ML;CERESER;22060010;Sidra;;;Espumante e Champanhe;143;140;;;;0.0;0.0;17896072902874|17896072906872;https://cdn-cosmos.bluesoft.com.br/products/7896072902877;2014-04-24T11:07:34.000-03:00;2026-07-30T05:54:15.000-03:00;ncm:22060010
7896072911121;VERMUTE ROSSO CORTEZANO GARRAFA 900ML;BRETZKE;22051000;Em recipientes de capacidade não superior a 2 l;50000000;Alimentos / Bebidas / Tabaco;;;;;;;0.0;0.0;17896072910015|17896072911128;https://cdn-cosmos.bluesoft.com.br/products/7896072911121;2014-04-24T11:07:34.000-03:00;2026-08-26T15:41:12.000-03:00;ncm:22051000
7896072911138;VERMUTE BIANCO CORTEZANO GARRAFA 900ML;CORTEZANO;22051000;Em recipientes de capacidade não superior a 2 l;;;Destilados;69;140;;;;0.0;0.0;17896072910022|17896072911135;https://cdn-cosmos.bluesoft.com.br/products/7896072911138;2014-04-24T11:07:34.000-03:00;2026-09-10T11:26:41.000-03:00;ncm:22051000
7896072911145;SIDRA BRASILEIRA CERESER GARRAFA 660ML;BRETZKE;22060010;Sidra;50000000;Alimentos / Bebidas / Tabaco;Espumante e Champanhe;143;140;;;;0.0;0.0;7896072913330|17896072911142;https://cdn-cosmos.bluesoft.com.br/products/7896072911145;2014-04-24T11:07:34.000-03:00;2026-09-03T19:31:25.000-03:00;ncm:22060010
7896072911176;CONHAQUE DOM BOSCO;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T05:54:36.000-03:00;ncm:22082000
7896080001401;COQUETEL ALCOÓLICO COMPOSTO DOMECQ GARRAFA 1L;DOMECQ;22082000;Aguardentes de vinho ou de bagaço de uvas;;;Conhaque;149;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896080001401;2014-04-24T11:07:34.000-03:00;2026-09-10T18:02:08.000-03:00;ncm:22082000
7896086800046;VINHO CHATEAU SAUVIGNON 6/750;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:22:44.000-03:00;ncm:22059000
7896087200036;CACHACA CARANGUEJO;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;17896087200033;https://cdn-cosmos.bluesoft.com.br/products/7896087200036;2014-04-24T11:07:34.000-03:00;2026-08-18T21:58:55.000-03:00;ncm:22084000
